[2018-06-05 09:44:28] - Bridge - INFO     - [Bridge.py:236  } Requesting https://develop2-api.symphony.com:8444/sessionauth/v1/authenticate
[2018-06-05 13:28:17] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v1/room/fIXftY-LaALMmBqMT7HTQ3___pwxlS_FdA/membership/add
[2018-06-05 13:28:18] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:28:18] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v1/room/fIXftY-LaALMmBqMT7HTQ3___pwxlS_FdA/membership/add
[2018-06-05 13:28:19] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:28:19] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/fIXftY-LaALMmBqMT7HTQ3___pwxlS_FdA/message/create
[2018-06-05 13:28:20] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:32:33] - Bridge - INFO     - [Bridge.py:263  } question
[2018-06-05 13:32:33] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 13:34:31] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 13:34:33] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:34:39] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 13:34:39] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 13:34:41] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:34:45] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com//pod/v3/room/create
[2018-06-05 13:34:47] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:34:47] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v1/room/ADPk_aik7Q8tN5-7sArfg3___pwxjz06dA/membership/add
[2018-06-05 13:34:48] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:34:48] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v1/room/ADPk_aik7Q8tN5-7sArfg3___pwxjz06dA/membership/add
[2018-06-05 13:34:49] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:34:49] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/ADPk_aik7Q8tN5-7sArfg3___pwxjz06dA/message/create
[2018-06-05 13:34:50] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:40:50] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 13:40:51] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:40:54] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 13:40:54] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/ADPk_aik7Q8tN5-7sArfg3___pwxjz06dA/message/create
[2018-06-05 13:40:55] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:41:49] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 13:41:49] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 13:41:50] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:41:53] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com//pod/v3/room/create
[2018-06-05 13:41:55] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:41:55] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v1/room/cPxhNW-PJrpcMkYf_LeSMH___pwxiLXPdA/membership/add
[2018-06-05 13:41:55] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:41:55] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v1/room/cPxhNW-PJrpcMkYf_LeSMH___pwxiLXPdA/membership/add
[2018-06-05 13:41:56] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:41:57] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/cPxhNW-PJrpcMkYf_LeSMH___pwxiLXPdA/message/create
[2018-06-05 13:41:58] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:50:38] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 13:50:38] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/_XL5sJ1fH8LAbf9UiqzAe3___pwxgNv4dA/message/create
[2018-06-05 13:50:40] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:51:50] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 13:51:51] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:51:51] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v1/streams/list
[2018-06-05 13:51:52] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:51:52] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com//pod/v2/user?uid=349026222342332&local=true
[2018-06-05 13:51:53] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:51:53] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com//pod/v2/user?uid=349026222342197&local=true
[2018-06-05 13:51:54] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:51:54] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com//pod/v2/user?uid=349026222342283&local=true
[2018-06-05 13:51:55] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:51:55] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com//pod/v2/user?uid=349026222342271&local=true
[2018-06-05 13:51:56] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:53:09] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 13:53:10] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:53:10] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v1/streams/list
[2018-06-05 13:53:11] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:53:11] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com//pod/v2/user?uid=349026222342332&local=true
[2018-06-05 13:53:13] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:53:13] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com//pod/v2/user?uid=349026222342197&local=true
[2018-06-05 13:53:14] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:53:14] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com//pod/v2/user?uid=349026222342283&local=true
[2018-06-05 13:53:15] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:53:15] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com//pod/v2/user?uid=349026222342271&local=true
[2018-06-05 13:53:16] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:54:21] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 13:54:22] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:54:22] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v1/streams/list
[2018-06-05 13:54:24] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:54:24] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com//pod/v2/user?uid=349026222342332&local=true
[2018-06-05 13:54:25] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:54:25] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com//pod/v2/user?uid=349026222342197&local=true
[2018-06-05 13:54:26] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:54:26] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com//pod/v2/user?uid=349026222342283&local=true
[2018-06-05 13:54:27] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:54:27] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com//pod/v2/user?uid=349026222342271&local=true
[2018-06-05 13:54:28] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:56:01] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 13:56:02] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:56:43] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 13:56:43] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/cPxhNW-PJrpcMkYf_LeSMH___pwxiLXPdA/message/create
[2018-06-05 13:56:44] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 13:58:59] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 13:58:59] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/cPxhNW-PJrpcMkYf_LeSMH___pwxiLXPdA/message/create
[2018-06-05 13:59:00] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:00:28] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 14:00:28] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 14:00:29] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:07:56] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 14:07:56] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/_XL5sJ1fH8LAbf9UiqzAe3___pwxgNv4dA/message/create
[2018-06-05 14:07:57] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:08:42] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 14:08:44] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:09:01] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 14:09:01] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/fIXftY-LaALMmBqMT7HTQ3___pwxlS_FdA/message/create
[2018-06-05 14:09:02] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:17:34] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 14:17:36] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:25:09] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 14:25:10] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:25:28] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/fIXftY-LaALMmBqMT7HTQ3___pwxlS_FdA/message/create
[2018-06-05 14:25:29] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:26:39] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 14:26:40] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:26:46] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/fIXftY-LaALMmBqMT7HTQ3___pwxlS_FdA/message/create
[2018-06-05 14:26:47] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:29:11] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 14:29:12] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:29:19] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/fIXftY-LaALMmBqMT7HTQ3___pwxlS_FdA/message/create
[2018-06-05 14:29:20] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:29:30] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v3/room/fIXftY-LaALMmBqMT7HTQ3___pwxlS_FdA/update
[2018-06-05 14:29:31] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:49:23] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 14:49:25] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:50:19] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v1/room/{'roomId': 'fIXftY-LaALMmBqMT7HTQ3___pwxlS_FdA'}/membership/add
[2018-06-05 14:51:10] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 14:51:11] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:51:18] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 14:51:18] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 14:51:19] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:51:27] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com//pod/v3/room/create
[2018-06-05 14:51:28] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:51:28] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v1/room/QE8joKzw2PpuqQJ5fe23XX___pwxSQYgdA/membership/add
[2018-06-05 14:51:29] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:51:29] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v1/room/QE8joKzw2PpuqQJ5fe23XX___pwxSQYgdA/membership/add
[2018-06-05 14:51:30] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:51:30] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/QE8joKzw2PpuqQJ5fe23XX___pwxSQYgdA/message/create
[2018-06-05 14:51:31] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:51:51] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/QE8joKzw2PpuqQJ5fe23XX___pwxSQYgdA/message/create
[2018-06-05 14:53:54] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 14:53:55] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:54:05] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 14:54:05] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 14:54:06] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:54:12] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com//pod/v3/room/create
[2018-06-05 14:54:13] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:54:13] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v1/room/sJKGohpsjkVkqRVO_k9MdX___pwxRoLpdA/membership/add
[2018-06-05 14:54:14] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:54:14] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v1/room/sJKGohpsjkVkqRVO_k9MdX___pwxRoLpdA/membership/add
[2018-06-05 14:54:15] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:54:15] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/sJKGohpsjkVkqRVO_k9MdX___pwxRoLpdA/message/create
[2018-06-05 14:54:16] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:54:25] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/sJKGohpsjkVkqRVO_k9MdX___pwxRoLpdA/message/create
[2018-06-05 14:54:26] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:54:42] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v3/room/sJKGohpsjkVkqRVO_k9MdX___pwxRoLpdA/update
[2018-06-05 14:54:44] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:56:48] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 14:56:48] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 14:56:50] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:56:54] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com//pod/v3/room/create
[2018-06-05 14:56:55] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:56:55] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v1/room/YHqgm_O1C3_qtSB8-M-GdX___pwxRAgjdA/membership/add
[2018-06-05 14:56:56] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:56:56] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v1/room/YHqgm_O1C3_qtSB8-M-GdX___pwxRAgjdA/membership/add
[2018-06-05 14:56:58] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:56:58] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/YHqgm_O1C3_qtSB8-M-GdX___pwxRAgjdA/message/create
[2018-06-05 14:56:59] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:57:19] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v1/room/{'roomId': 'fIXftY-LaALMmBqMT7HTQ3___pwxlS_FdA'}/membership/add
[2018-06-05 14:58:01] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 14:58:03] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:58:27] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 14:58:28] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:58:44] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v1/room/fIXftY-LaALMmBqMT7HTQ3___pwxlS_FdA/membership/add
[2018-06-05 14:58:45] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:58:45] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 14:58:45] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 14:58:46] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:59:34] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 14:59:35] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:59:49] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v1/room/fIXftY-LaALMmBqMT7HTQ3___pwxlS_FdA/membership/add
[2018-06-05 14:59:50] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 14:59:50] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 14:59:50] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 14:59:51] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 15:00:56] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 15:00:58] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 15:01:33] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v1/room/fIXftY-LaALMmBqMT7HTQ3___pwxlS_FdA/membership/add
[2018-06-05 15:01:34] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 15:02:36] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 15:02:37] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 15:02:53] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 15:02:54] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 15:02:54] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v1/room/fIXftY-LaALMmBqMT7HTQ3___pwxlS_FdA/membership/add
[2018-06-05 15:02:55] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 15:03:38] - Bridge - INFO     - [Bridge.py:263  } object0001
[2018-06-05 15:03:38] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 15:03:40] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 15:03:44] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com//pod/v3/room/create
[2018-06-05 15:03:45] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 15:03:45] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v1/room/9DLRz7obGwtJItDI_HivPX___pwxPcdNdA/membership/add
[2018-06-05 15:03:46] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 15:03:46] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v1/room/9DLRz7obGwtJItDI_HivPX___pwxPcdNdA/membership/add
[2018-06-05 15:03:47] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 15:03:47] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/9DLRz7obGwtJItDI_HivPX___pwxPcdNdA/message/create
[2018-06-05 15:03:49] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 15:03:57] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/9DLRz7obGwtJItDI_HivPX___pwxPcdNdA/message/create
[2018-06-05 15:03:58] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 15:04:04] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v3/room/9DLRz7obGwtJItDI_HivPX___pwxPcdNdA/update
[2018-06-05 15:04:05] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 15:04:41] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 15:04:42] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 15:04:42] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v1/room/fIXftY-LaALMmBqMT7HTQ3___pwxlS_FdA/membership/add
[2018-06-05 15:04:43] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 15:10:04] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 15:10:05] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 15:10:05] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v1/streams/list
[2018-06-05 15:10:06] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 15:10:06] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com//pod/v2/user?uid=349026222342332&local=true
[2018-06-05 15:10:08] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 15:10:08] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com//pod/v2/user?uid=349026222342197&local=true
[2018-06-05 15:10:09] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 15:10:09] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com//pod/v2/user?uid=349026222342283&local=true
[2018-06-05 15:10:10] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 15:10:10] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com//pod/v2/user?uid=349026222342271&local=true
[2018-06-05 15:10:11] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 15:10:51] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/pod/v2/sessioninfo
[2018-06-05 15:10:53] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
[2018-06-05 15:11:12] - Bridge - INFO     - [Bridge.py:173  } [API]Requesting https://develop2.symphony.com/agent/v4/stream/LeKYFCKLJF6gTk-N4H_3w3___pwyjypqdA/message/create
[2018-06-05 15:11:14] - Bridge - INFO     - [Bridge.py:178  } [API]Status 200
